incident_number,offense_code_group,occurred_on_date,lat,long
I182008557,Residential Burglary,01/02/2018 21:03,4.235.361.371,-7.112.967.302
I182008530,Larceny,28/01/2018 17:20,4.234.862.382,-7.108.277.637
I182008463,Larceny,01/02/2018 14:41,4.229.360.585,-7.107.188.650
I182008355,Aggravated Assault,09/04/2018 13:00,4.233.596.847,-7.108.129.856
I182008307,Larceny,31/01/2018 20:38,4.233.380.683,-7.110.377.843
I182008235,Auto Theft,31/01/2018 14:15,4.235.157.076,-7.107.186.599
I182008162,Larceny,31/01/2018 11:47,4.234.840.576,-7.108.688.339
I182008061,Residential Burglary,30/01/2018 11:15,4.234.488.259,-7.115.216.614
I182008032,Larceny,30/01/2018 20:16,4.234.442.266,-7.109.833.083
I182007982,Larceny From Motor Vehicle,30/01/2018 12:00,4.234.993.026,-7.109.407.011
I182007954,Larceny,30/01/2018 14:01,4.238.831.841,-7.101.600.449
I182007904,Larceny,23/01/2018 15:00,4.235.193.461,-7.106.048.592
I182007811,Larceny,30/01/2018 02:17,4.234.749.899,-7.107.925.506
I182007744,Auto Theft,28/01/2018 23:30,4.230.141.461,-7.106.287.775
I182007711,Larceny,29/01/2018 17:46,4.231.236.298,-7.106.890.381
I182007649,Residential Burglary,29/01/2018 14:50,4.231.348.708,-7.108.460.242
I182007615,Larceny From Motor Vehicle,27/01/2018 07:00,4.231.201.451,-7.105.632.278
I182007574,Auto Theft,28/01/2018 15:00,4.233.654.812,-7.104.328.433
I182007505,Larceny,29/01/2018 01:10,4.238.134.495,-7.103.238.071
I182007475,Larceny,28/01/2018 21:44,4.236.943.145,-7.103.917.179
I182007441,Larceny,28/01/2018 17:55,4.235.942.556,-7.105.288.819
I182007415,Larceny From Motor Vehicle,27/01/2018 15:00,4.236.449.558,-7.105.268.296
I182007387,Larceny From Motor Vehicle,28/01/2018 07:00,4.236.643.546,-7.106.135.413
I182007358,Larceny,25/01/2018 14:00,4.231.506.898,-7.109.746.579
I182007329,Larceny,28/01/2018 09:35,4.231.795.048,-7.109.617.099
I182007309,Larceny From Motor Vehicle,28/01/2018 09:59,4.229.919.276,-7.107.514.519
I182007272,Aggravated Assault,28/01/2018 01:55,4.236.423.840,-7.106.165.515
I182007220,Larceny,27/01/2018 21:02,4.237.515.140,-7.106.396.420
I182007155,Larceny,27/01/2018 12:30,4.235.602.373,-7.106.177.615
I182007109,Larceny,27/01/2018 14:24,4.235.237.073,-7.107.227.173
I182007084,Aggravated Assault,27/01/2018 13:01,4.228.009.279,-7.108.005.410
I182007045,Larceny,25/01/2018 00:01,4.228.508.809,-7.108.789.462
I182007014,Robbery,27/01/2018 06:57,4.232.978.737,-7.108.324.801
I182006962,Larceny,25/01/2018 19:00,4.238.574.368,-7.101.186.957
I182006875,Larceny,26/01/2018 16:30,4.234.937.839,-7.113.249.037
I182006837,Larceny,26/01/2018 14:10,4.234.489.594,-7.109.659.186
I182006740,Larceny From Motor Vehicle,26/01/2018 07:05,4.235.124.218,-7.112.616.899
I182006710,Larceny From Motor Vehicle,27/01/2018 10:20,4.235.202.275,-7.105.932.000
I182006670,Commercial Burglary,25/01/2018 19:10,4.225.446.645,-7.112.113.560
I182006591,Larceny,25/01/2018 16:06,4.226.701.085,-7.112.096.171
I182006579,Larceny From Motor Vehicle,25/01/2018 15:00,4.233.611.200,-7.104.665.434
I182006526,Larceny,25/01/2018 11:44,4.233.210.843,-7.107.014.395
I182006466,Other Burglary,25/01/2018 09:03,4.234.901.954,-7.108.130.134
I182006428,Robbery,24/01/2018 23:54,4.228.175.144,-7.112.708.183
I182006394,Robbery,24/01/2018 19:41,4.230.576.093,-7.108.377.157
I182006353,Residential Burglary,24/01/2018 17:35,4.233.134.833,-7.110.322.483
I182006337,Larceny,24/01/2018 17:06,4.234.862.382,-7.108.277.637
I182006295,Larceny From Motor Vehicle,24/01/2018 12:00,4.234.855.133,-7.106.702.716
I182006268,Larceny,24/01/2018 13:47,4.231.788.176,-7.108.911.975
I182006214,Larceny From Motor Vehicle,23/01/2018 22:00,4.232.561.013,-7.110.449.956
I182006165,Commercial Burglary,23/01/2018 22:00,4.228.484.835,-7.115.663.579
I182006110,Residential Burglary,23/01/2018 10:00,4.231.190.475,-7.105.910.531
I182006075,Larceny,23/01/2018 18:45,4.227.413.021,-7.111.674.617
I182006033,Larceny,23/01/2018 17:02,4.233.611.200,-7.104.665.434
I182005999,Larceny,23/01/2018 14:47,4.232.386.050,-7.107.600.196
I182005955,Residential Burglary,23/01/2018 12:25,4.229.818.638,-7.106.402.824
I182005875,Larceny From Motor Vehicle,23/01/2018 01:00,4.237.803.936,-7.103.046.170
I182005814,Larceny,22/01/2018 18:25,4.235.118.005,-7.107.666.607
I182005777,Larceny From Motor Vehicle,22/01/2018 17:15,4.229.709.649,-7.105.734.054
I182005748,Larceny,22/01/2018 15:22,4.234.749.899,-7.107.925.506
I182005718,Larceny From Motor Vehicle,08/01/2018 11:00,4.230.150.136,-7.105.980.509
I182005677,Aggravated Assault,22/01/2018 11:19,4.229.733.660,-7.108.729.604
I182005624,Auto Theft,21/01/2018 23:50,4.233.418.306,-7.104.421.710
I182005554,Commercial Burglary,21/01/2018 20:26,4.227.621.405,-7.116.651.219
I182005519,Aggravated Assault,21/01/2018 17:41,4.228.693.437,-7.108.894.057
I182005479,Auto Theft,20/01/2018 08:30,4.232.849.656,-7.108.089.725
I182005441,Residential Burglary,21/01/2018 03:00,4.237.829.205,-7.105.387.024
I182005389,Aggravated Assault,21/01/2018 02:30,4.235.551.571,-7.107.231.200
I182005333,Robbery,20/01/2018 20:55,4.235.256.908,-7.107.978.844
I182005293,Residential Burglary,20/01/2018 17:22,4.228.548.467,-7.113.894.626
I182005233,Larceny,20/01/2018 12:51,4.232.809.966,-7.106.321.676
I182005181,Larceny From Motor Vehicle,19/01/2018 23:00,4.235.110.203,-7.105.735.186
I182005088,Larceny,19/01/2018 21:10,4.231.929.343,-7.111.178.236
I182005056,Larceny From Motor Vehicle,18/01/2018 22:00,4.230.287.064,-7.106.399.249
I182005024,Aggravated Assault,19/01/2018 16:50,4.233.152.148,-7.107.085.307
I182004993,Robbery,19/01/2018 14:37,4.229.147.188,-7.106.270.799
I182004926,Larceny,19/01/2018 09:30,4.236.105.643,-7.113.910.599
I182004890,Residential Burglary,19/01/2018 08:36,4.234.617.476,-7.107.925.920
I182004850,Aggravated Assault,18/01/2018 22:46,4.233.214.285,-7.105.121.359
I182004815,Larceny,18/01/2018 20:02,4.231.322.413,-7.105.715.277
I182004774,Aggravated Assault,17/01/2018 13:39,4.232.150.239,-7.105.967.200
I182004730,Larceny,18/01/2018 15:23,4.225.189.440,-7.112.535.310
I182004700,Larceny,13/01/2018 23:30,4.235.066.174,-7.106.602.232
I182004625,Larceny,18/01/2018 08:03,4.235.157.076,-7.107.186.599
I182004587,Auto Theft,17/01/2018 23:08,4.231.537.220,-7.106.504.716
I182004546,Larceny,17/01/2018 19:10,4.235.176.179,-7.107.452.168
I182004497,Larceny From Motor Vehicle,17/01/2018 16:41,4.230.433.950,-7.108.477.887
I182004465,Larceny,17/01/2018 13:40,4.235.095.909,-7.107.412.780
I182004408,Aggravated Assault,17/01/2018 10:40,4.237.474.388,-7.103.207.627
I182004374,Larceny,16/01/2018 09:00,4.236.045.096,-7.105.644.018
I182004340,Robbery,17/01/2018 00:23,4.235.521.625,-7.106.012.863
I182004280,Auto Theft,16/01/2018 17:17,4.229.601.566,-7.105.766.432
I182004250,Larceny,09/01/2018 20:00,4.234.901.954,-7.108.130.134
I182004222,Larceny,16/01/2018 14:20,4.234.701.666,-7.106.886.238
I182004142,Larceny,16/01/2018 13:14,4.234.285.014,-7.106.516.235
I182004082,Commercial Burglary,12/01/2018 18:00,4.237.611.030,-7.105.644.068
I182004040,Larceny From Motor Vehicle,10/01/2018 12:00,4.234.817.525,-7.106.249.878
I182004007,Aggravated Assault,15/01/2018 19:45,4.231.538.436,-7.109.870.021
I182003934,Larceny,15/01/2018 14:32,4.230.833.371,-7.107.599.128
I182003899,Larceny,08/01/2018 13:45,4.234.730.980,-7.107.915.167
I182003869,Larceny From Motor Vehicle,14/01/2018 19:00,4.226.452.149,-7.110.429.211
I182003840,Commercial Burglary,12/01/2018 16:00,4.235.422.020,-7.105.627.778
I182003765,Aggravated Assault,14/01/2018 21:13,4.236.497.550,-7.106.204.400
I182003718,Larceny,14/01/2018 09:49,4.232.746.198,-7.109.852.527
I182003696,Larceny,13/01/2018 12:30,4.230.938.437,-7.108.262.277
I182003646,Larceny,14/01/2018 13:09,4.228.512.354,-7.104.405.667
I182003612,Larceny,14/01/2018 11:28,4.236.303.798,-7.105.524.751
I182003563,Aggravated Assault,14/01/2018 03:21,4.232.446.169,-7.105.684.445
I182003511,Residential Burglary,13/01/2018 19:15,4.235.484.754,-7.116.657.919
I182003464,Robbery,13/01/2018 17:56,4.232.949.944,-7.105.701.312
I182003436,Larceny From Motor Vehicle,13/01/2018 15:08,4.231.785.924,-7.108.103.560
I182003411,Larceny From Motor Vehicle,12/01/2018 18:30,4.230.229.282,-7.107.511.457
I182003376,Robbery,13/01/2018 12:46,4.231.466.062,-7.107.623.072
I182003267,Aggravated Assault,12/01/2018 23:35,4.230.703.332,-7.108.226.589
I182003216,Larceny,12/01/2018 19:30,4.234.862.382,-7.108.277.637
I182003181,Robbery,11/01/2018 19:00,4.233.152.148,-7.107.085.307
I182003092,Aggravated Assault,12/01/2018 13:12,4.233.210.843,-7.107.014.395
I182003017,Larceny From Motor Vehicle,11/01/2018 18:00,4.234.667.830,-7.106.592.559
I182002968,Larceny From Motor Vehicle,12/01/2018 00:01,4.238.574.368,-7.101.186.957
I182002880,Larceny From Motor Vehicle,08/01/2018 08:00,4.234.573.301,-7.106.485.053
I182002839,Larceny,11/01/2018 16:28,4.235.521.625,-7.106.012.863
I182002804,Larceny,11/01/2018 15:07,4.233.816.387,-7.107.461.217
I182002775,Larceny,11/01/2018 13:36,4.234.063.708,-7.107.572.281
I182002714,Aggravated Assault,11/01/2018 10:52,4.228.536.992,-7.117.244.016
I182002662,Larceny From Motor Vehicle,11/01/2018 04:57,4.231.986.040,-7.106.434.120
I182002611,Larceny,10/01/2018 18:00,4.234.862.382,-7.108.277.637
I182002515,Larceny,10/01/2018 16:36,4.234.901.954,-7.108.130.134
I182002403,Residential Burglary,10/01/2018 10:29,4.231.892.106,-7.106.428.400
I182002341,Larceny From Motor Vehicle,10/01/2018 05:58,4.235.193.461,-7.106.048.592
I182002280,Larceny,09/01/2018 21:15,4.230.511.791,-7.108.019.088
I182002211,Larceny,09/01/2018 16:29,4.235.237.073,-7.107.227.173
I182002143,Larceny,09/01/2018 14:30,4.226.701.085,-7.112.096.171
I182002100,Other Burglary,08/01/2018 12:15,4.235.145.666,-7.106.167.557
I182002035,Larceny From Motor Vehicle,08/01/2018 23:00,4.235.235.362,-7.105.815.283
I182001952,Auto Theft,08/01/2018 20:10,4.230.896.999,-7.108.284.839
I182001904,Aggravated Assault,08/01/2018 17:50,4.231.441.222,-7.108.530.390
I182001841,Larceny,08/01/2018 01:30,4.236.116.347,-7.106.391.344
I182001804,Aggravated Assault,08/01/2018 08:00,4.234.339.388,-7.109.849.282
I182001732,Larceny,08/01/2018 06:03,4.227.544.327,-7.109.817.294
I182001695,Aggravated Assault,07/01/2018 21:40,4.229.070.005,-7.106.991.285
I182001597,Larceny,07/01/2018 12:17,4.227.413.021,-7.111.674.617
I182001558,Auto Theft,07/01/2018 10:15,4.229.125.387,-7.107.551.334
I182001482,Residential Burglary,06/01/2018 23:16,4.230.116.123,-7.107.284.279
I182001442,Residential Burglary,03/01/2018 11:00,4.233.013.124,-7.110.138.008
I182001394,Robbery,06/01/2018 14:55,4.234.334.672,-7.106.643.142
I182001303,Larceny From Motor Vehicle,05/01/2018 20:00,4.234.496.729,-7.106.382.224
I182001220,Larceny,05/01/2018 17:50,4.235.602.373,-7.106.177.615
I182001145,Larceny,03/01/2018 16:45,4.234.815.229,-7.108.450.821
I182001053,Robbery,05/01/2018 04:00,4.232.900.380,-7.107.838.214
I182000913,Larceny,03/01/2018 15:00,4.231.596.900,-7.106.625.300
I182000837,Larceny From Motor Vehicle,04/01/2018 01:48,4.235.235.362,-7.105.815.283
I182000766,Aggravated Assault,03/01/2018 18:59,4.233.401.829,-7.107.638.124
I182000744,Aggravated Assault,03/01/2018 16:53,4.237.056.285,-7.106.077.324
I182000635,Larceny,03/01/2018 13:16,4.227.531.312,-7.111.587.798
I182000550,Larceny,03/01/2018 08:09,4.235.595.391,-7.113.852.468
I182000485,Larceny,02/01/2018 20:32,4.227.653.731,-7.109.339.510
I182000418,Robbery,02/01/2018 13:00,4.234.857.652,-7.107.772.012
I182000331,Larceny,02/01/2018 10:30,4.229.919.694,-7.106.046.974
I182000288,Larceny From Motor Vehicle,01/01/2018 23:00,4.228.790.635,-7.106.199.818
I182000235,Larceny,01/01/2018 19:42,4.234.114.797,-7.108.246.189
I182000161,Robbery,01/01/2018 14:59,4.231.584.636,-7.109.824.825
I182000047,Larceny,01/01/2018 02:43,4.234.947.586,-7.107.640.150
I172095412,Auto Theft,05/01/2018 12:05,4.229.083.470,-7.106.288.798
I172073381,Larceny,06/10/2018 22:30,4.234.877.575,-7.109.606.805
I172001195,Larceny,26/01/2018 11:58,4.233.380.683,-7.110.377.843
I162054268,Residential Burglary,27/07/2018 17:50,4.234.442.266,-7.109.833.083
